"sample_SRR5343917" "sample_SRR5343918" "sample_SRR5343919" "sample_SRR5343920" "sample_SRR5343921" "sample_SRR5343922" "sample_SRR5343923" "sample_SRR5343924" "sample_SRR5343925" "sample_SRR5343926"
"ENSG00000260914" 0 0 0 0 0 0 0 1 0 0
"ENSG00000260916" 1842 3046 1461 1340 1313 1770 2115 2914 1337 840
"ENSG00000260917" 150 280 205 355 341 350 257 94 204 216
"ENSG00000260918" 0 3 4 2 0 1 0 2 3 0
"ENSG00000260919" 0 0 0 2 3 1 1 1 0 1
"ENSG00000260920" 108 107 230 291 356 375 270 193 175 139
"ENSG00000260921" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260922" 1 0 3 0 1 7 2 1 1 2
"ENSG00000260923" 5 15 22 28 16 10 4 5 9 1
"ENSG00000260924" 21 117 114 113 100 106 49 42 57 34
"ENSG00000260926" 0 0 2 5 1 1 0 4 1 0
"ENSG00000260927" 7 22 6 20 38 36 17 9 4 12
"ENSG00000260928" 1 0 1 1 1 0 0 0 0 1
"ENSG00000260929" 0 16 2 12 6 3 6 0 8 5
"ENSG00000260930" 1 0 0 0 0 1 3 0 0 0
"ENSG00000260932" 1 5 1 0 3 2 0 0 0 0
"ENSG00000260933" 0 0 2 0 0 0 0 0 0 0
"ENSG00000260934" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260936" 9 7 30 4 15 31 20 14 21 18
"ENSG00000260937" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260939" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260940" 1 1 3 5 2 0 5 0 9 8
"ENSG00000260941" 35 53 864 818 184 144 100 183 553 379
"ENSG00000260942" 41 220 118 214 284 175 199 100 88 38
"ENSG00000260943" 0 0 0 4 0 0 1 0 8 0
"ENSG00000260944" 0 0 0 0 5 1 1 1 0 0
"ENSG00000260945" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260947" 2 0 10 8 78 93 8 0 93 65
"ENSG00000260948" 25 48 13 19 13 28 28 19 10 5
"ENSG00000260949" 1 3 15 13 6 13 7 14 18 5
"ENSG00000260951" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260953" 4 22 2 3 1 1 33 23 3 6
"ENSG00000260954" 3 2 4 0 3 7 1 2 2 5
"ENSG00000260955" 0 8 2 3 13 5 9 6 4 1
"ENSG00000260957" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260958" 561 630 2 2 0 0 9 17 0 0
"ENSG00000260959" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260962" 0 0 0 0 1 0 0 0 0 0
"ENSG00000260963" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260965" 0 0 1 0 0 0 0 0 1 0
"ENSG00000260966" 39 206 218 127 93 147 106 96 214 89
"ENSG00000260967" 0 6 0 0 0 0 1 2 0 0
"ENSG00000260969" 0 0 0 0 1 0 0 0 0 0
"ENSG00000260970" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260971" 2 3 3 8 9 3 88 64 5 7
"ENSG00000260972" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260973" 0 0 0 0 0 0 2 0 2 0
"ENSG00000260974" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260975" 3 1 17 8 0 0 0 0 0 0
"ENSG00000260976" 0 0 5 3 0 0 0 0 0 0
"ENSG00000260977" 1 6 5 5 4 3 13 6 19 9
"ENSG00000260978" 0 0 8 6 0 0 7 14 0 0
"ENSG00000260979" 3 0 2 3 0 2 0 0 0 1
"ENSG00000260981" 2 92 50 81 0 0 5 15 263 71
"ENSG00000260983" 0 0 2 0 0 0 0 0 0 0
"ENSG00000260984" 3 21 0 0 0 0 1 0 0 0
"ENSG00000260986" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260988" 2 7 3 5 9 5 1 2 3 1
"ENSG00000260989" 10 1 2 0 5 7 1 2 2 1
"ENSG00000260990" 0 0 1 1 0 0 1 0 0 1
"ENSG00000260991" 0 0 0 0 0 1 0 0 0 0
"ENSG00000260992" 22 31 33 50 14 20 11 5 22 53
"ENSG00000260994" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260995" 0 0 0 0 0 0 0 0 0 0
"ENSG00000260996" 1 1 4 21 8 11 14 10 19 50
"ENSG00000260997" 1 10 29 70 35 12 17 4 41 24
"ENSG00000260999" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261000" 0 1 2 9 1 1 2 6 5 3
"ENSG00000261002" 0 13 10 4 7 7 12 6 0 3
"ENSG00000261003" 0 4 5 0 1 0 7 2 1 0
"ENSG00000261007" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261008" 34 33 41 23 50 67 44 26 24 23
"ENSG00000261009" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261010" 94 291 124 130 0 0 0 1 1 0
"ENSG00000261011" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261012" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261013" 0 0 0 0 0 1 0 0 0 0
"ENSG00000261014" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261017" 0 0 2 1 0 0 0 2 0 0
"ENSG00000261018" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261019" 0 2 28 20 4 5 11 17 13 4
"ENSG00000261020" 3 14 66 63 8 28 0 0 29 1
"ENSG00000261024" 6 0 9 5 5 3 20 46 24 5
"ENSG00000261025" 4 1 52 81 3 12 0 5 40 19
"ENSG00000261026" 0 3 15 119 43 15 841 419 36 35
"ENSG00000261028" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261029" 0 0 0 0 0 1 1 0 3 0
"ENSG00000261030" 0 0 0 1 0 0 0 0 0 0
"ENSG00000261033" 12 5 15 14 14 24 19 22 1 12
"ENSG00000261035" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261036" 302 513 0 0 22 58 6 165 198 153
"ENSG00000261037" 0 0 1 0 0 0 3 0 0 0
"ENSG00000261038" 0 20 0 0 0 0 0 0 0 0
"ENSG00000261039" 10 94 26 58 16 11 128 93 212 533
"ENSG00000261040" 2 5 12 7 2 1 0 2 11 16
"ENSG00000261041" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261043" 0 0 0 1 0 0 0 0 0 0
"ENSG00000261044" 0 0 0 0 3 5 5 12 1 0
"ENSG00000261045" 0 0 0 0 0 0 2 0 0 0
"ENSG00000261046" 0 0 0 0 26 57 0 4 17 6
"ENSG00000261047" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261048" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261049" 0 0 0 0 1 0 0 2 2 0
"ENSG00000261051" 3 10 7 4 45 9 31 13 27 18
"ENSG00000261052" 2 12 4 11 5 6 8 10 13 6
"ENSG00000261053" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261054" 0 3 2 3 5 4 7 6 6 1
"ENSG00000261055" 1 1 9 10 0 0 12 24 2 2
"ENSG00000261056" 0 1 1 1 10 2 8 10 1 0
"ENSG00000261057" 0 0 1 0 0 0 0 0 0 0
"ENSG00000261058" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261060" 0 0 1 2 0 0 0 0 1 0
"ENSG00000261061" 339 439 395 637 329 430 635 693 333 403
"ENSG00000261063" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261064" 20 10 11 10 21 27 27 5 5 7
"ENSG00000261065" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261066" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261067" 3 39 33 31 17 25 35 35 50 10
"ENSG00000261068" 0 1 1 1 4 2 12 2 3 10
"ENSG00000261069" 152 126 24 42 6 3 155 181 14 14
"ENSG00000261070" 0 0 2 2 0 0 0 0 3 0
"ENSG00000261071" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261072" 0 2 0 0 0 0 0 0 0 0
"ENSG00000261075" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261076" 0 2 2 0 3 1 10 1 6 16
"ENSG00000261077" 0 1 0 0 0 0 0 0 0 0
"ENSG00000261078" 0 0 2 1 0 0 0 0 0 0
"ENSG00000261079" 22 25 20 13 26 31 33 28 9 8
"ENSG00000261080" 1006 1578 0 0 3 0 0 11 2 1
"ENSG00000261081" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261082" 0 0 2 0 0 0 0 0 0 5
"ENSG00000261083" 1 9 5 1 12 17 9 1 17 4
"ENSG00000261084" 0 1 0 0 0 0 0 0 0 0
"ENSG00000261087" 70 346 118 177 208 135 78 181 183 73
"ENSG00000261089" 0 3 1 5 6 7 9 9 3 0
"ENSG00000261090" 0 0 3 0 0 0 0 0 0 0
"ENSG00000261092" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261093" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261094" 17 88 104 148 134 155 97 53 122 43
"ENSG00000261095" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261096" 1 5 1 6 12 8 10 16 3 4
"ENSG00000261097" 1 0 1 1 1 0 1 3 3 3
"ENSG00000261098" 17 67 70 48 39 61 60 52 71 29
"ENSG00000261101" 1 1 11 15 86 46 32 39 6 6
"ENSG00000261102" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261103" 275 134 196 180 111 60 102 64 2 2
"ENSG00000261104" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261105" 2 2 5 4 1 0 10 1 9 31
"ENSG00000261108" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261111" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261113" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261114" 2 12 21 9 15 10 39 25 24 12
"ENSG00000261115" 257 674 180 342 1061 2424 4768 1754 37 157
"ENSG00000261116" 0 13 0 0 12 6 0 1 0 4
"ENSG00000261117" 3 8 4 8 95 93 66 50 21 12
"ENSG00000261118" 0 23 19 19 36 31 13 11 19 5
"ENSG00000261120" 0 1 1 1 0 1 0 0 0 0
"ENSG00000261121" 42 77 6 6 18 11 4 8 4 0
"ENSG00000261122" 0 0 0 0 2 0 0 0 0 16
"ENSG00000261123" 3 12 68 78 13 10 70 91 34 11
"ENSG00000261124" 0 2 1 5 4 1 1 4 3 2
"ENSG00000261126" 16 16 33 39 42 62 23 21 92 35
"ENSG00000261127" 0 0 2 0 0 0 0 0 0 0
"ENSG00000261129" 0 0 0 0 0 0 0 0 1 0
"ENSG00000261130" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261131" 0 4 6 3 1 1 3 4 7 1
"ENSG00000261135" 3 8 28 17 42 47 63 20 7 3
"ENSG00000261136" 5 108 44 85 32 25 71 48 34 25
"ENSG00000261140" 15 20 5 9 8 5 8 4 11 11
"ENSG00000261141" 4 5 0 2 7 10 5 8 2 6
"ENSG00000261143" 0 0 4 2 6 9 956 924 3 6
"ENSG00000261144" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261145" 0 0 1 0 4 2 0 0 0 0
"ENSG00000261146" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261147" 5 3 2 4 1 1 2 9 2 0
"ENSG00000261150" 0 0 4 1 168 14 18 7 8 15
"ENSG00000261151" 0 0 0 0 0 1 0 1 0 0
"ENSG00000261153" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261154" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261156" 0 3 2 1 9 14 16 2 1 0
"ENSG00000261158" 0 2 0 0 0 0 1 0 4 1
"ENSG00000261159" 1 8 84 145 47 16 17 9 6 5
"ENSG00000261161" 0 0 1 0 0 0 0 0 0 0
"ENSG00000261166" 0 1 0 0 0 0 0 1 0 0
"ENSG00000261167" 105 186 134 120 147 202 58 63 73 75
"ENSG00000261168" 8 6 6 19 12 15 7 5 4 17
"ENSG00000261170" 0 1 0 0 0 0 0 0 4 0
"ENSG00000261171" 0 0 1 0 1 0 0 0 1 0
"ENSG00000261172" 17 48 13 21 3 3 4 1 11 4
"ENSG00000261173" 2 1 7 2 7 8 13 11 4 0
"ENSG00000261174" 0 0 0 0 0 0 0 0 0 1
"ENSG00000261175" 0 0 75 77 12 4 2 1 7 20
"ENSG00000261176" 0 0 2 0 0 0 0 0 0 0
"ENSG00000261177" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261178" 0 0 1 0 0 0 0 0 0 0
"ENSG00000261181" 0 0 0 0 0 0 1 0 0 0
"ENSG00000261182" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261183" 1 0 32 34 7 5 3 2 17 52
"ENSG00000261184" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261186" 0 4 70 39 26 25 6 10 11 8
"ENSG00000261187" 2 9 36 77 8 5 14 16 10 1
"ENSG00000261188" 124 242 672 571 605 617 146 118 75 46
"ENSG00000261189" 39 12 112 262 209 205 4 0 13 8
"ENSG00000261190" 0 0 4 0 0 0 0 0 0 0
"ENSG00000261191" 0 1 0 0 0 0 0 0 1 0
"ENSG00000261192" 0 1 10 7 5 10 5 2 5 6
"ENSG00000261193" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261194" 2 0 0 0 0 0 0 1 0 0
"ENSG00000261195" 492 206 271 163 11 23 5 4 33 56
"ENSG00000261196" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261197" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261198" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261199" 0 2 0 0 1 1 0 0 0 0
"ENSG00000261200" 0 0 0 0 0 0 2 0 0 0
"ENSG00000261202" 4 6 4 10 40 31 17 11 1 0
"ENSG00000261203" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261204" 3 2 2 5 15 16 15 21 2 3
"ENSG00000261205" 0 0 1 0 0 0 0 0 1 0
"ENSG00000261206" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261207" 2 34 6 4 16 11 19 12 13 4
"ENSG00000261208" 0 4 0 2 8 0 5 0 5 1
"ENSG00000261209" 0 0 0 0 0 0 0 0 1 0
"ENSG00000261210" 0 0 0 0 0 0 0 0 1 0
"ENSG00000261211" 10 3 85 88 20 35 1 2 16 8
"ENSG00000261212" 0 0 1 1 0 3 0 0 0 0
"ENSG00000261213" 0 0 1 0 0 0 0 0 0 0
"ENSG00000261215" 0 4 12 11 11 16 5 13 8 1
"ENSG00000261216" 2 2 2 3 4 0 2 1 7 2
"ENSG00000261217" 1 0 0 2 1 0 1 0 1 0
"ENSG00000261218" 0 0 10 20 6 1 23 10 4 2
"ENSG00000261219" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261220" 6 22 69 87 69 118 38 22 94 22
"ENSG00000261221" 2025 3079 753 1555 1055 1168 1298 848 1139 1897
"ENSG00000261222" 0 0 1 9 6 2 8 1 9 6
"ENSG00000261226" 0 0 2 4 1 2 1 3 4 5
"ENSG00000261227" 0 0 0 1 2 0 1 0 0 3
"ENSG00000261229" 21 10 5 4 14 21 6 10 12 9
"ENSG00000261231" 0 0 1 2 0 0 1 0 1 0
"ENSG00000261232" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261233" 0 0 0 0 0 0 0 0 1 0
"ENSG00000261234" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261235" 0 2 9 11 1 0 0 1 0 0
"ENSG00000261236" 2343 3376 2865 3108 11655 18693 2556 2504 6883 6206
"ENSG00000261238" 0 0 0 0 17 9 3 7 0 0
"ENSG00000261239" 0 1 5 0 0 4 0 1 5 0
"ENSG00000261240" 0 0 1 0 0 1 3 1 1 0
"ENSG00000261241" 0 0 0 0 3 0 0 0 1 0
"ENSG00000261242" 0 7 12 8 8 13 14 7 8 3
"ENSG00000261243" 0 2 0 1 1 4 3 0 1 0
"ENSG00000261244" 0 0 1 0 0 1 0 0 0 0
"ENSG00000261245" 3 13 0 0 2 1 8 3 6 2
"ENSG00000261247" 0 4 1 2 3 3 0 1 2 0
"ENSG00000261248" 0 1 0 0 1 0 0 0 0 0
"ENSG00000261249" 0 0 0 0 0 0 2 0 0 0
"ENSG00000261250" 0 0 0 3 1 0 0 0 0 0
"ENSG00000261251" 3 7 51 54 50 36 6 11 18 3
"ENSG00000261253" 38 12 1 14 9 5 8 2 35 34
"ENSG00000261254" 24 88 91 101 33 30 70 59 82 30
"ENSG00000261257" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261259" 0 0 0 0 0 0 0 0 1 0
"ENSG00000261260" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261261" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261263" 0 0 0 4 0 0 0 0 0 0
"ENSG00000261265" 0 2 0 0 2 1 0 54 0 1
"ENSG00000261266" 1 0 0 3 0 1 0 1 9 1
"ENSG00000261267" 2 1 1 1 1 2 2 4 5 0
"ENSG00000261268" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261269" 86 86 221 411 91 72 235 74 443 798
"ENSG00000261270" 10 28 13 27 68 24 36 27 13 21
"ENSG00000261272" 0 0 1 0 1 0 1 0 0 0
"ENSG00000261273" 3 0 0 0 0 0 4 12 1 1
"ENSG00000261274" 4 7 0 0 0 0 0 3 0 0
"ENSG00000261275" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261276" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261277" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261278" 0 0 0 0 1 0 0 0 0 0
"ENSG00000261279" 0 1 0 0 0 1 0 0 2 1
"ENSG00000261281" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261282" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261284" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261285" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261286" 5 10 3 8 5 6 3 2 5 1
"ENSG00000261288" 0 0 0 0 0 0 0 0 2 0
"ENSG00000261289" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261290" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261291" 0 0 0 5 3 3 3 3 0 1
"ENSG00000261292" 0 0 0 0 0 1 0 0 0 0
"ENSG00000261293" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261294" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261295" 7 68 6 7 156 71 124 34 68 126
"ENSG00000261296" 0 0 0 0 0 0 0 1 83 39
"ENSG00000261298" 0 0 5 0 3 0 0 0 0 2
"ENSG00000261299" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261302" 7 24 13 9 9 11 4 7 7 1
"ENSG00000261303" 1 4 1 0 0 1 1 0 1 0
"ENSG00000261304" 0 0 0 0 0 0 1 0 0 0
"ENSG00000261305" 1 1 0 0 2 1 3 1 0 4
"ENSG00000261307" 0 0 2 0 0 0 0 0 0 0
"ENSG00000261308" 0 0 14 17 9 14 13 4 11 49
"ENSG00000261310" 0 0 1 2 0 0 0 0 0 0
"ENSG00000261312" 0 1 1 1 0 0 0 1 1 1
"ENSG00000261313" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261314" 0 1 0 0 1 0 0 0 0 1
"ENSG00000261315" 0 2 1 1 1 1 0 1 0 1
"ENSG00000261316" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261317" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261318" 0 0 0 0 0 2 1 0 1 0
"ENSG00000261319" 70 596 0 2 0 0 3 3 0 0
"ENSG00000261320" 0 0 0 0 0 1 0 0 0 1
"ENSG00000261324" 34 254 118 107 137 131 96 121 58 30
"ENSG00000261325" 0 1 0 2 0 0 0 1 0 2
"ENSG00000261326" 5 364 625 530 159 123 257 147 530 121
"ENSG00000261327" 4 15 35 52 60 28 102 59 36 110
"ENSG00000261329" 266 260 13 16 36 63 8 23 30 2
"ENSG00000261330" 0 0 0 0 1 1 2 3 0 0
"ENSG00000261332" 0 1 0 0 1 0 1 1 1 1
"ENSG00000261333" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261334" 0 3 0 2 6 3 4 2 3 0
"ENSG00000261335" 3 8 25 9 24 29 10 10 25 11
"ENSG00000261336" 4 2 0 0 2 2 2 4 5 0
"ENSG00000261338" 48 93 55 84 162 169 87 71 111 140
"ENSG00000261340" 0 1 0 0 22 40 2 18 0 0
"ENSG00000261341" 1 1 4 1 5 1 2 3 0 2
"ENSG00000261342" 65 92 70 164 73 72 45 82 19 21
"ENSG00000261346" 0 1 0 0 0 0 1 0 2 0
"ENSG00000261347" 0 0 0 0 0 1 0 0 0 0
"ENSG00000261348" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261349" 4 12 5 4 25 16 10 9 40 9
"ENSG00000261350" 76 187 0 1 0 0 0 0 64 2
"ENSG00000261351" 45 72 48 83 20 31 36 44 20 24
"ENSG00000261353" 111 114 34 31 18 50 93 84 44 74
"ENSG00000261356" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261357" 0 6 0 2 4 4 10 16 2 3
"ENSG00000261359" 0 0 3 8 2 9 1 0 14 14
"ENSG00000261360" 6 17 48 66 30 24 16 16 97 19
"ENSG00000261362" 0 0 1 3 0 0 0 0 0 0
"ENSG00000261363" 0 0 2 0 0 0 0 0 0 0
"ENSG00000261364" 345 1143 611 854 1 0 4 7 1 23
"ENSG00000261365" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261366" 5 44 29 15 37 41 34 23 42 15
"ENSG00000261367" 1 2 2 2 1 3 0 1 2 0
"ENSG00000261368" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261369" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261371" 3206 2665 3554 12220 5011 2332 13606 3563 17782 45406
"ENSG00000261373" 16 88 110 169 410 379 262 238 125 79
"ENSG00000261375" 0 4 3 1 0 0 0 0 0 2
"ENSG00000261376" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261377" 6 3 55 44 142 355 24 14 118 299
"ENSG00000261379" 0 0 4 9 1 1 1 5 1 0
"ENSG00000261382" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261384" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261385" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261386" 2 13 16 24 3 6 10 5 4 4
"ENSG00000261390" 6 4 18 13 13 8 3 2 10 6
"ENSG00000261391" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261392" 0 1 0 0 2 1 0 4 0 0
"ENSG00000261393" 0 1 0 0 0 1 0 0 0 0
"ENSG00000261394" 0 0 0 0 0 0 0 1 0 0
"ENSG00000261395" 1 1 0 0 2 0 0 1 0 1
"ENSG00000261396" 0 3 0 0 1 0 4 4 2 0
"ENSG00000261397" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261398" 194 515 0 0 2 0 0 1 0 1
"ENSG00000261399" 2 1 1 1 2 0 0 2 1 0
"ENSG00000261400" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261401" 0 1 0 0 1 0 1 0 4 0
"ENSG00000261402" 0 0 2 0 7 4 0 1 1 3
"ENSG00000261403" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261404" 1 2 1 0 6 7 4 0 0 0
"ENSG00000261405" 0 0 2 1 0 0 0 0 0 0
"ENSG00000261407" 2 0 1 3 1 4 13 8 1 0
"ENSG00000261408" 4 34 35 29 62 54 43 20 63 13
"ENSG00000261409" 0 1 24 28 70 151 0 0 66 22
"ENSG00000261410" 0 0 0 1 0 1 0 0 0 0
"ENSG00000261411" 0 0 1 0 0 0 0 0 0 0
"ENSG00000261416" 0 6 10 27 0 1 12 2 17 7
"ENSG00000261418" 0 2 0 0 0 0 0 0 0 0
"ENSG00000261419" 1 0 0 0 1 0 2 1 0 0
"ENSG00000261420" 1 1 25 24 24 17 2 1 2 0
"ENSG00000261421" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261423" 51 80 19 59 22 17 44 22 18 18
"ENSG00000261424" 0 0 1 0 0 0 0 0 0 0
"ENSG00000261426" 0 0 0 0 2 1 0 3 1 1
"ENSG00000261427" 1 1 1 0 0 0 1 0 0 0
"ENSG00000261428" 11 25 35 45 96 78 56 51 67 29
"ENSG00000261429" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261430" 0 5 8 5 0 0 3 6 16 0
"ENSG00000261431" 4 4 33 31 18 19 4 1 6 8
"ENSG00000261432" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261433" 0 2 5 5 5 0 0 3 1 0
"ENSG00000261434" 0 1 6 22 0 0 0 0 2 0
"ENSG00000261435" 0 0 1 3 0 0 2 0 0 0
"ENSG00000261436" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261437" 0 0 0 0 0 0 0 0 0 1
"ENSG00000261438" 1 6 12 31 39 39 29 4 46 36
"ENSG00000261439" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261440" 0 0 0 0 1 0 0 0 0 0
"ENSG00000261441" 8 11 9 19 2 10 14 1 5 11
"ENSG00000261442" 12 16 2 2 6 12 7 12 16 9
"ENSG00000261444" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261445" 0 0 1 0 0 0 0 0 1 1
"ENSG00000261446" 1 0 1 1 0 0 0 0 0 0
"ENSG00000261447" 0 0 0 3 2 10 3 1 1 2
"ENSG00000261448" 0 1 5 8 1 0 0 0 4 0
"ENSG00000261449" 0 0 0 1 0 1 0 2 0 3
"ENSG00000261451" 4 6 5 5 8 5 1 4 2 1
"ENSG00000261453" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261455" 143 162 856 415 287 424 502 503 422 338
"ENSG00000261456" 11 20 7 2 2 5 1 0 17 15
"ENSG00000261457" 5 0 2 1 0 1 0 0 2 1
"ENSG00000261458" 0 0 0 0 0 0 0 1 0 0
"ENSG00000261459" 0 0 0 1 0 0 0 1 0 0
"ENSG00000261460" 2 18 9 9 1 2 4 12 17 2
"ENSG00000261461" 204 261 97 136 139 131 175 111 87 124
"ENSG00000261462" 0 3 3 1 0 0 2 0 0 0
"ENSG00000261465" 8 2 7 3 8 12 1 2 5 4
"ENSG00000261466" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261467" 0 0 0 0 17 1 9 1 0 0
"ENSG00000261468" 21 14 40 84 27 21 75 15 41 61
"ENSG00000261469" 3 0 0 2 1 1 0 7 1 3
"ENSG00000261470" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261471" 0 5 5 8 0 0 4 3 2 0
"ENSG00000261472" 0 0 1 0 0 4 5 0 0 0
"ENSG00000261474" 5 11 32 57 33 18 77 58 19 18
"ENSG00000261475" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261476" 1 2 2 0 3 1 1 3 2 0
"ENSG00000261478" 0 0 1 1 3 3 0 0 1 0
"ENSG00000261480" 0 0 0 0 1 0 0 0 1 0
"ENSG00000261481" 2 0 0 2 4 6 2 1 3 0
"ENSG00000261482" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261485" 142 286 76 135 106 105 71 62 140 86
"ENSG00000261486" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261487" 0 1 0 1 0 0 0 2 0 0
"ENSG00000261488" 6 37 24 26 57 39 5 0 48 8
"ENSG00000261489" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261490" 27 174 183 246 170 97 145 50 203 54
"ENSG00000261491" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261496" 1 1 2 10 1 3 1 1 2 5
"ENSG00000261497" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261498" 0 0 0 0 1 0 0 0 0 0
"ENSG00000261499" 30 28 19 15 42 53 18 13 17 18
"ENSG00000261501" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261502" 793 1279 0 0 21 18 0 0 0 3
"ENSG00000261504" 1 4 34 24 27 16 24 4 40 30
"ENSG00000261505" 25 155 92 117 157 79 105 93 110 39
"ENSG00000261507" 0 0 0 0 0 0 0 0 0 0
"ENSG00000261509" 1 2 0 0 0 0 0 0 0 0
