"","gene_id.anti_PDL_treated_tumor_vs_baseline_tumor","gene_name","base_mean","lfcSE.anti_PDL_treated_tumor_vs_baseline_tumor","pvalue.anti_PDL_treated_tumor_vs_baseline_tumor","adj.P.Val.anti_PDL_treated_tumor_vs_baseline_tumor","gene_id"
"ENSG00000099958","ENSG00000099958",368.636989518592,-8.68096661681719e-05,0.0170956214605261,0.933398410403538,0.999696895553961,"ENSG00000099958"
"ENSG00000099960","ENSG00000099960",232.42165528065,0.000443160991378131,0.0206783138734518,0.605136726436364,0.999696895553961,"ENSG00000099960"
"ENSG00000099968","ENSG00000099968",6910.21997847199,0.000677668554082164,0.0169133346414188,0.582465393858751,0.999696895553961,"ENSG00000099968"
"ENSG00000099974","ENSG00000099974",247.240412164147,-0.00298203289380329,0.0334359064131442,0.0542616142979613,0.999696895553961,"ENSG00000099974"
"ENSG00000099977","ENSG00000099977",1190.83996111586,-0.000264567674768976,0.0176742338241684,0.780373070788327,0.999696895553961,"ENSG00000099977"
"ENSG00000099984","ENSG00000099984",33.1184935673643,-0.000714457741453148,0.0245568525992142,0.435363901907329,0.999696895553961,"ENSG00000099984"
"ENSG00000099985","ENSG00000099985",145.496038585749,-0.00222322947451986,0.0462395061033161,0.133504751939393,0.999696895553961,"ENSG00000099985"
"ENSG00000099991","ENSG00000099991",6361.57838166374,0.000759383229063197,0.0173580473861902,0.504481921775524,0.999696895553961,"ENSG00000099991"
"ENSG00000099992","ENSG00000099992",2369.01759179515,0.00217671310129645,0.0238264261143661,0.101739157678763,0.999696895553961,"ENSG00000099992"
"ENSG00000099994","ENSG00000099994",2174.45363972205,0.00315400403923847,0.0577054975367518,0.0875195413917874,0.999696895553961,"ENSG00000099994"
"ENSG00000099995","ENSG00000099995",10997.4230362791,0.000709565266324477,0.0179843449474437,0.492153830909705,0.999696895553961,"ENSG00000099995"
"ENSG00000099998","ENSG00000099998",1644.00900850116,0.00106577769937066,0.0305874404618594,0.30748376372235,0.999696895553961,"ENSG00000099998"
"ENSG00000099999","ENSG00000099999",1294.92499867491,0.000935961465931002,0.0174380214194238,0.429375477798852,0.999696895553961,"ENSG00000099999"
"ENSG00000100003","ENSG00000100003",2001.01464836582,0.00191495846746056,0.0252902826398394,0.121795357983307,0.999696895553961,"ENSG00000100003"
"ENSG00000100014","ENSG00000100014",2115.57933061475,0.00241894007073925,0.0225688005473641,0.0894972381716883,0.999696895553961,"ENSG00000100014"
"ENSG00000100023","ENSG00000100023",2943.62704870482,0.00188291710445607,0.0184022123015612,0.180961628776108,0.999696895553961,"ENSG00000100023"
"ENSG00000100027","ENSG00000100027",90.6853735794066,-0.00171478517914088,0.0333776189646779,0.155869423338112,0.999696895553961,"ENSG00000100027"
"ENSG00000100028","ENSG00000100028",8509.63796392891,0.000374148664211643,0.0169177373121751,0.743698910445797,0.999696895553961,"ENSG00000100028"
"ENSG00000100029","ENSG00000100029",12038.1582030656,-0.000212172492716333,0.0179918485283744,0.814809791565507,0.999696895553961,"ENSG00000100029"
"ENSG00000100030","ENSG00000100030",12463.8011002516,-7.43806784054263e-05,0.0165803707523484,0.954579576580376,0.999696895553961,"ENSG00000100030"
"ENSG00000100031","ENSG00000100031",498.830802230014,-0.000468539576589301,0.0190523800510257,0.600547481810536,0.999696895553961,"ENSG00000100031"
"ENSG00000100034","ENSG00000100034",8501.13210844808,0.00316254688766472,0.028883539671745,0.0479250288911191,0.999696895553961,"ENSG00000100034"
"ENSG00000100036","ENSG00000100036",998.271054661035,0.000786929092738931,0.0174598408275855,0.485551222075884,0.999696895553961,"ENSG00000100036"
"ENSG00000100055","ENSG00000100055",1312.36023437582,0.000781565790828717,0.0192815658773207,0.422063509095461,0.999696895553961,"ENSG00000100055"
"ENSG00000100056","ENSG00000100056",1726.87963416149,0.0013980395593409,0.0191165190447326,0.239427157319686,0.999696895553961,"ENSG00000100056"
"ENSG00000100058","ENSG00000100058",818.862424035821,0.000683202207042671,0.0176041871620689,0.523377406620204,0.999696895553961,"ENSG00000100058"
"ENSG00000100060","ENSG00000100060",628.107911609607,0.000170568936983902,0.0186714304594726,0.842213523728315,0.999696895553961,"ENSG00000100060"
"ENSG00000100065","ENSG00000100065",404.751052240849,9.87128467296363e-05,0.0212988103257732,0.904377733824697,0.999696895553961,"ENSG00000100065"
"ENSG00000100075","ENSG00000100075",3999.7292830351,0.000703771041949673,0.0178761804925611,0.499663487624284,0.999696895553961,"ENSG00000100075"
"ENSG00000100077","ENSG00000100077",1192.01494353677,-0.000451808373006581,0.0192339265755843,0.60950545561301,0.999696895553961,"ENSG00000100077"
"ENSG00000100079","ENSG00000100079",55.2772524813384,-6.18587517717528e-05,0.0196935999770718,0.940070300386819,0.999696895553961,"ENSG00000100079"
"ENSG00000100083","ENSG00000100083",4978.28492812684,0.000302370868364432,0.0165482584430168,0.82439120477356,0.999696895553961,"ENSG00000100083"
"ENSG00000100084","ENSG00000100084",824.987768733632,0.00101212911506136,0.0173104201884353,0.413008861626625,0.999696895553961,"ENSG00000100084"
"ENSG00000100092","ENSG00000100092",1309.20828488276,-0.000216949600045877,0.0176737415652716,0.817655128734777,0.999696895553961,"ENSG00000100092"
"ENSG00000100097","ENSG00000100097",70337.1403278166,0.00210264531794281,0.0230379012034719,0.110171624447879,0.999696895553961,"ENSG00000100097"
"ENSG00000100099","ENSG00000100099",8537.99904724292,0.00160103551996856,0.0218510999302683,0.172244873796317,0.999696895553961,"ENSG00000100099"
"ENSG00000100100","ENSG00000100100",1438.25588496893,0.000927865486064432,0.0205372341123079,0.345002728028502,0.999696895553961,"ENSG00000100100"
"ENSG00000100104","ENSG00000100104",1328.59405464864,0.00081017990798316,0.0186522844609075,0.424093783420734,0.999696895553961,"ENSG00000100104"
"ENSG00000100105","ENSG00000100105",2516.04218732776,0.000725286328629353,0.0174414977830862,0.513754518210964,0.999696895553961,"ENSG00000100105"
"ENSG00000100106","ENSG00000100106",6297.89619862381,0.000543845243896633,0.018005383791685,0.578842286444459,0.999696895553961,"ENSG00000100106"
"ENSG00000100109","ENSG00000100109",2890.46345748361,0.00124324119397794,0.0195120666568217,0.2654349149652,0.999696895553961,"ENSG00000100109"
"ENSG00000100116","ENSG00000100116",1735.14494382456,-0.000605174692298662,0.0196077774923687,0.506711830930346,0.999696895553961,"ENSG00000100116"
"ENSG00000100122","ENSG00000100122",64.9049782032829,-0.000367361805509077,0.0193158795780049,0.670831313810908,0.999696895553961,"ENSG00000100122"
"ENSG00000100124","ENSG00000100124",3398.13091511512,0.00211495207082266,0.0215355967598877,0.116398038933785,0.999696895553961,"ENSG00000100124"
"ENSG00000100129","ENSG00000100129",10929.5624543642,-2.41614058937865e-05,0.0173179058377976,0.980367161905674,0.999696895553961,"ENSG00000100129"
"ENSG00000100138","ENSG00000100138",11001.1288782263,0.000500996312916418,0.0169290265378391,0.669237254478516,0.999696895553961,"ENSG00000100138"
"ENSG00000100139","ENSG00000100139",5094.68458875485,0.000817668410109177,0.0186522208010293,0.420945732571067,0.999696895553961,"ENSG00000100139"
"ENSG00000100142","ENSG00000100142",339.176938087677,0.000493693275727417,0.0202537917011293,0.571040009090356,0.999696895553961,"ENSG00000100142"
"ENSG00000100147","ENSG00000100147",405.831744109257,0.000336670282527121,0.016782529085716,0.778677420639467,0.999696895553961,"ENSG00000100147"
"ENSG00000100150","ENSG00000100150",1278.66417245872,0.00114211366437887,0.0180881412542683,0.329858572550827,0.999696895553961,"ENSG00000100150"
"ENSG00000100151","ENSG00000100151",1731.68601755208,0.00204804471668828,0.0185248166399367,0.159263097836027,0.999696895553961,"ENSG00000100151"
"ENSG00000100154","ENSG00000100154",1641.80107177064,-0.000388022427956567,0.0201327525477532,0.648976413355112,0.999696895553961,"ENSG00000100154"
"ENSG00000100156","ENSG00000100156",74.5452049487921,0.000759710395892841,0.0273318387867965,0.426250180176887,0.999696895553961,"ENSG00000100156"
"ENSG00000100162","ENSG00000100162",1058.82964511812,-0.000137606244785687,0.0181164504103141,0.876635877791663,0.999696895553961,"ENSG00000100162"
"ENSG00000100167","ENSG00000100167",6031.58101120073,-0.000227268011157831,0.0184820435441533,0.794683433360727,0.999696895553961,"ENSG00000100167"
"ENSG00000100181","ENSG00000100181",157.490535954754,-0.00076378727313807,0.0236953104073572,0.406360846209889,0.999696895553961,"ENSG00000100181"
"ENSG00000100191","ENSG00000100191",1078.58948291307,-0.000431168249709677,0.0258781010358579,0.632880543644793,0.999696895553961,"ENSG00000100191"
"ENSG00000100196","ENSG00000100196",8084.83617405374,-0.000399369861678109,0.016804736124376,0.739399747032133,0.999696895553961,"ENSG00000100196"
"ENSG00000100197","ENSG00000100197",81.5368973042455,-0.000226016432313503,0.0193218200862599,0.788341221709975,0.999696895553961,"ENSG00000100197"
"ENSG00000100201","ENSG00000100201",30218.6665841758,-0.00111121046139211,0.0179453318994556,0.344701384590549,0.999696895553961,"ENSG00000100201"
"ENSG00000100206","ENSG00000100206",52.7177673677155,0.000617163305395785,0.0234323189237072,0.488477532763156,0.999696895553961,"ENSG00000100206"
"ENSG00000100207","ENSG00000100207",4175.65444432126,-0.000200300585245493,0.0167972851854839,0.863653167468073,0.999696895553961,"ENSG00000100207"
"ENSG00000100209","ENSG00000100209",654.702388896493,3.3072283843599e-05,0.0171128322359329,0.974420093839533,0.999696895553961,"ENSG00000100209"
"ENSG00000100211","ENSG00000100211",1056.27536643331,0.000891490896722811,0.017254987441798,0.459501601491561,0.999696895553961,"ENSG00000100211"
"ENSG00000100216","ENSG00000100216",6577.03417816309,-0.00034761034231382,0.0171672424239901,0.742662402126673,0.999696895553961,"ENSG00000100216"
"ENSG00000100219","ENSG00000100219",9359.16065487146,9.14621368734775e-05,0.0171354725310143,0.929096122363604,0.999696895553961,"ENSG00000100219"
"ENSG00000100220","ENSG00000100220",7265.40359160734,0.000283057607093528,0.0170955146335041,0.790346795104547,0.999696895553961,"ENSG00000100220"
"ENSG00000100221","ENSG00000100221",6229.19522225994,0.000741829358824283,0.0170904336460239,0.53473407495767,0.999696895553961,"ENSG00000100221"
"ENSG00000100225","ENSG00000100225",13899.1819483253,0.00107442397008184,0.0170196071718534,0.420470457819561,0.999696895553961,"ENSG00000100225"
"ENSG00000100226","ENSG00000100226",4453.06145206106,0.000451691135707206,0.0171551665331774,0.677959895383976,0.999696895553961,"ENSG00000100226"
"ENSG00000100227","ENSG00000100227",9062.53463328614,0.00143502367652114,0.0199467156657747,0.218042383017373,0.999696895553961,"ENSG00000100227"
"ENSG00000100228","ENSG00000100228",657.73757477307,0.000556798981943289,0.0190208675318,0.544386883849992,0.999696895553961,"ENSG00000100228"
"ENSG00000100234","ENSG00000100234",42690.08393191,0.000845636417012929,0.0235976728910105,0.367068847310436,0.999696895553961,"ENSG00000100234"
"ENSG00000100239","ENSG00000100239",4267.97488512539,0.000875417804474288,0.0169811307882883,0.492343964843158,0.999696895553961,"ENSG00000100239"
"ENSG00000100241","ENSG00000100241",8626.52348221525,0.000874500497113097,0.0172462079535226,0.466614843138374,0.999696895553961,"ENSG00000100241"
"ENSG00000100242","ENSG00000100242",6997.33150696314,0.000862310273079445,0.0182763693586126,0.414788517474688,0.999696895553961,"ENSG00000100242"
"ENSG00000100243","ENSG00000100243",23667.3065639885,0.000794115557757771,0.0181797514555128,0.446258397703626,0.999696895553961,"ENSG00000100243"
"ENSG00000100246","ENSG00000100246",1503.65042047674,0.00154123297769858,0.018653375463398,0.223861537442617,0.999696895553961,"ENSG00000100246"
"ENSG00000100253","ENSG00000100253",44.8957124083081,0.000185064628047498,0.0254642521331972,0.834782881219771,0.999696895553961,"ENSG00000100253"
"ENSG00000100258","ENSG00000100258",8210.97642631411,0.00118282501107601,0.0173904954678907,0.356369553473131,0.999696895553961,"ENSG00000100258"
"ENSG00000100263","ENSG00000100263",1770.55483612775,0.0019492786262904,0.0193742890885413,0.153539755689982,0.999696895553961,"ENSG00000100263"
"ENSG00000100266","ENSG00000100266",17171.031174042,0.00202859223930881,0.0215476132604808,0.123915177511596,0.999696895553961,"ENSG00000100266"
"ENSG00000100271","ENSG00000100271",853.110148779726,0.00149347932382486,0.021657906823166,0.190693444336824,0.999696895553961,"ENSG00000100271"
"ENSG00000100276","ENSG00000100276",55.6710673855769,0.000663767760423942,0.0233504623838342,0.460133357678788,0.999696895553961,"ENSG00000100276"
"ENSG00000100280","ENSG00000100280",7550.03524115853,0.000893781888244929,0.0179110888965827,0.41771988469439,0.999696895553961,"ENSG00000100280"
"ENSG00000100281","ENSG00000100281",2611.60546148337,-0.000913314739270677,0.0168735144569579,0.491802933276316,0.999696895553961,"ENSG00000100281"
"ENSG00000100284","ENSG00000100284",4605.04059925527,0.00105294510401353,0.0174117014371083,0.392427559541922,0.999696895553961,"ENSG00000100284"
"ENSG00000100285","ENSG00000100285",1800.31453760911,0.00259287838731711,0.0498160561514033,0.107198654845357,0.999696895553961,"ENSG00000100285"
"ENSG00000100288","ENSG00000100288",86.1021880758837,-6.37062134950712e-05,0.0214733635972968,0.938229912388204,0.999696895553961,"ENSG00000100288"
"ENSG00000100290","ENSG00000100290",55.3160947542229,-0.00100121864075993,0.0293618211901433,0.325059042089842,0.999696895553961,"ENSG00000100290"
"ENSG00000100292","ENSG00000100292",4930.96029346078,-0.000970611427313763,0.0181327208528716,0.380685966304078,0.999696895553961,"ENSG00000100292"
"ENSG00000100294","ENSG00000100294",1352.03822314948,0.00133576764172337,0.0196211850705722,0.24275454478202,0.999696895553961,"ENSG00000100294"
"ENSG00000100296","ENSG00000100296",3649.46731715655,0.000843984465842295,0.0171367594413409,0.488128962184767,0.999696895553961,"ENSG00000100296"
"ENSG00000100297","ENSG00000100297",6213.05113086381,0.000977801746873088,0.0176588304347062,0.400933271731505,0.999696895553961,"ENSG00000100297"
"ENSG00000100298","ENSG00000100298",50.5250481953611,-0.000973331259335996,0.0287690486583023,0.332872929800411,0.999696895553961,"ENSG00000100298"
"ENSG00000100299","ENSG00000100299",3630.6887548943,0.000931183513309112,0.0180416511750209,0.398205171515473,0.999696895553961,"ENSG00000100299"
"ENSG00000100300","ENSG00000100300",10098.6179423614,0.000639066661910649,0.0173810458730765,0.558926570118631,0.999696895553961,"ENSG00000100300"
"ENSG00000100302","ENSG00000100302",420.144931307902,0.00135887218945285,0.0288353677742522,0.210602630542361,0.999696895553961,"ENSG00000100302"
"ENSG00000100304","ENSG00000100304",4696.93925668091,-0.000101464830526877,0.0171093365585907,0.921969976789696,0.999696895553961,"ENSG00000100304"
"ENSG00000100307","ENSG00000100307",1769.01249946274,0.00150851201333462,0.0171761603172285,0.297872792029523,0.999696895553961,"ENSG00000100307"
"ENSG00000100311","ENSG00000100311",1565.00592034008,-3.78449142412856e-05,0.0195661711222487,0.96336378071947,0.999696895553961,"ENSG00000100311"
"ENSG00000100316","ENSG00000100316",122622.473124901,2.55603481632506e-05,0.017296443590511,0.979325339343936,0.999696895553961,"ENSG00000100316"
"ENSG00000100319","ENSG00000100319",792.210292410806,0.00101194023166299,0.0181161033177397,0.367640111775844,0.999696895553961,"ENSG00000100319"
"ENSG00000100320","ENSG00000100320",9557.15551825895,0.000100288161208176,0.0172104470703219,0.920849847516177,0.999696895553961,"ENSG00000100320"
"ENSG00000100321","ENSG00000100321",4401.87927262102,0.00215905467548898,0.0222850697140069,0.108753554879027,0.999696895553961,"ENSG00000100321"
"ENSG00000100324","ENSG00000100324",2319.97856135828,0.00219669183312812,0.0223676363300113,0.105455141239654,0.999696895553961,"ENSG00000100324"
"ENSG00000100325","ENSG00000100325",4349.92056989045,0.00191800313475779,0.0204755298010952,0.143306065592837,0.999696895553961,"ENSG00000100325"
"ENSG00000100330","ENSG00000100330",433.338319427371,0.00142177696740725,0.0183587494666235,0.254392232766837,0.999696895553961,"ENSG00000100330"
"ENSG00000100335","ENSG00000100335",4503.26381513484,0.000636269723757664,0.017011910578006,0.591069712709809,0.999696895553961,"ENSG00000100335"
"ENSG00000100336","ENSG00000100336",525.088901319596,0.000419889340511038,0.0206103743903307,0.622734364236109,0.999696895553961,"ENSG00000100336"
"ENSG00000100342","ENSG00000100342",5265.53557567937,0.00561883946686754,0.0565181068364018,0.0204205283890318,0.999696895553961,"ENSG00000100342"
"ENSG00000100344","ENSG00000100344",661.000288207245,-0.000848796333981873,0.0242628688539778,0.366711905587919,0.999696895553961,"ENSG00000100344"
"ENSG00000100345","ENSG00000100345",63195.3855234913,0.000535279162595465,0.0198928582182455,0.546179789386825,0.999696895553961,"ENSG00000100345"
"ENSG00000100346","ENSG00000100346",41.1684465481739,-0.000206771279540063,0.0214947995260876,0.802881949047234,0.999696895553961,"ENSG00000100346"
"ENSG00000100347","ENSG00000100347",5361.43667617002,8.94718969471948e-05,0.0170620915074845,0.932027512498769,0.999696895553961,"ENSG00000100347"
"ENSG00000100348","ENSG00000100348",6135.95513248107,0.000635203428622577,0.0173428114148494,0.563513407668736,0.999696895553961,"ENSG00000100348"
"ENSG00000100350","ENSG00000100350",4981.17578464376,-4.88427953563704e-05,0.0169350022050511,0.964291250832874,0.999696895553961,"ENSG00000100350"
"ENSG00000100351","ENSG00000100351",750.671532457687,-0.000325231005094881,0.0214067743557663,0.698128933114906,0.999696895553961,"ENSG00000100351"
"ENSG00000100353","ENSG00000100353",17889.0108498769,0.000162484177159914,0.0166098490500331,0.899476538769524,0.999696895553961,"ENSG00000100353"
"ENSG00000100354","ENSG00000100354",3130.81962457397,0.00144219951751379,0.0182607118356373,0.253613561579384,0.999696895553961,"ENSG00000100354"
"ENSG00000100359","ENSG00000100359",4159.80177659036,0.00138200695800023,0.0187781432032204,0.250452361325466,0.999696895553961,"ENSG00000100359"
"ENSG00000100360","ENSG00000100360",1366.50527589571,-0.000707458938470912,0.0178501048855446,0.499123363401206,0.999696895553961,"ENSG00000100360"
"ENSG00000100364","ENSG00000100364",12655.4790115013,0.000213133022288154,0.0168360557798823,0.85283185682652,0.999696895553961,"ENSG00000100364"
"ENSG00000100365","ENSG00000100365",637.081544984101,0.000286151063757021,0.0188446206188784,0.740924510988396,0.999696895553961,"ENSG00000100365"
"ENSG00000100368","ENSG00000100368",794.978795422977,-0.00047716432533632,0.0184234688922786,0.607278612930747,0.999696895553961,"ENSG00000100368"
"ENSG00000100372","ENSG00000100372",2346.42608088052,-0.000223611735426899,0.0172959764210339,0.823855045114012,0.999696895553961,"ENSG00000100372"
"ENSG00000100376","ENSG00000100376",1878.3486033491,0.000206134407136783,0.0167192453592384,0.864917017542472,0.999696895553961,"ENSG00000100376"
"ENSG00000100379","ENSG00000100379",1093.12906456899,0.000384557125612708,0.0191752203192598,0.65918312839925,0.999696895553961,"ENSG00000100379"
"ENSG00000100380","ENSG00000100380",24373.0773495578,-0.000292009089418878,0.017421077607678,0.768609219435188,0.999696895553961,"ENSG00000100380"
"ENSG00000100385","ENSG00000100385",632.003129539754,0.000208312251806474,0.0224064190412884,0.803416786347833,0.999696895553961,"ENSG00000100385"
"ENSG00000100387","ENSG00000100387",5555.3921202306,-2.10753061317108e-05,0.0175976193858074,0.982002546588371,0.999696895553961,"ENSG00000100387"
"ENSG00000100393","ENSG00000100393",8597.71582542578,-0.000473807466553535,0.0172490249548722,0.658211830475976,0.999696895553961,"ENSG00000100393"
"ENSG00000100395","ENSG00000100395",2215.12763183025,0.00268184408594506,0.0210239546298826,0.0826044249637752,0.999696895553961,"ENSG00000100395"
"ENSG00000100399","ENSG00000100399",329.660813494396,0.00171692094803308,0.029584711917116,0.146264192755209,0.999696895553961,"ENSG00000100399"
"ENSG00000100401","ENSG00000100401",8779.89799483329,0.00168833648177984,0.0199795260564529,0.176810830837278,0.999696895553961,"ENSG00000100401"
"ENSG00000100403","ENSG00000100403",9004.4798316764,0.00197130187963003,0.0198396789664228,0.144754214271168,0.999696895553961,"ENSG00000100403"
"ENSG00000100410","ENSG00000100410",2925.32477559136,-0.000576471563224069,0.0179736884325896,0.561339068999994,0.999696895553961,"ENSG00000100410"
"ENSG00000100412","ENSG00000100412",8059.94438551152,0.000853064876624882,0.0177737560668029,0.440097996109596,0.999696895553961,"ENSG00000100412"
"ENSG00000100413","ENSG00000100413",3403.17096146602,0.00131752357244974,0.0180235631045822,0.288663053482188,0.999696895553961,"ENSG00000100413"
"ENSG00000100416","ENSG00000100416",2518.7514637003,0.00126600004164595,0.0171926564158833,0.350415463116232,0.999696895553961,"ENSG00000100416"
"ENSG00000100417","ENSG00000100417",2578.522735718,0.000836379183416286,0.0169461643407299,0.511390167211279,0.999696895553961,"ENSG00000100417"
"ENSG00000100418","ENSG00000100418",4341.83929993829,0.000745737181249052,0.0168606239446352,0.559069643380278,0.999696895553961,"ENSG00000100418"
"ENSG00000100422","ENSG00000100422",4867.4056771022,0.000195277531710585,0.0173096942470635,0.844786213587679,0.999696895553961,"ENSG00000100422"
"ENSG00000100425","ENSG00000100425",3190.52018411265,0.000232140522679179,0.0170640578965897,0.827445096544391,0.999696895553961,"ENSG00000100425"
"ENSG00000100426","ENSG00000100426",2561.49677344532,3.58852729585715e-05,0.016708298512723,0.976239394381255,0.999696895553961,"ENSG00000100426"
"ENSG00000100427","ENSG00000100427",63.5688847871817,0.00121916851911181,0.0306229147424376,0.255266177718895,0.999696895553961,"ENSG00000100427"
"ENSG00000100429","ENSG00000100429",144.759885392716,0.000289458474805983,0.019833386156795,0.730639990232052,0.999696895553961,"ENSG00000100429"
"ENSG00000100439","ENSG00000100439",1936.37054466702,0.00210053418651337,0.0242132323037469,0.106784436669221,0.999696895553961,"ENSG00000100439"
"ENSG00000100441","ENSG00000100441",2611.70977527504,0.000337266596956748,0.0168333983402736,0.773632781198903,0.999696895553961,"ENSG00000100441"
"ENSG00000100442","ENSG00000100442",2312.13062899058,0.000285819782772745,0.0167176377773857,0.81555935470485,0.999696895553961,"ENSG00000100442"
"ENSG00000100445","ENSG00000100445",310.611601445263,0.00198058672344275,0.0197574951933776,0.144841215707027,0.999696895553961,"ENSG00000100445"
"ENSG00000100448","ENSG00000100448",519.173567729743,-0.000645474708529145,0.0302599877719444,0.517599416089009,0.999696895553961,"ENSG00000100448"
"ENSG00000100450","ENSG00000100450",105.793677956841,0.00029013535619992,0.0240017557976751,0.736851533636404,0.999696895553961,"ENSG00000100450"
"ENSG00000100453","ENSG00000100453",201.829854023041,0.0001968614469646,0.0242494326185101,0.81982489823269,0.999696895553961,"ENSG00000100453"
"ENSG00000100461","ENSG00000100461",3737.78897704567,0.000820755568251811,0.0179956239005749,0.442556554396131,0.999696895553961,"ENSG00000100461"
"ENSG00000100462","ENSG00000100462",2569.97094802912,0.000821230859228483,0.0183244370128541,0.429632661029692,0.999696895553961,"ENSG00000100462"
"ENSG00000100473","ENSG00000100473",859.510418387597,0.000153995365224479,0.0225067841741143,0.853802577586274,0.999696895553961,"ENSG00000100473"
"ENSG00000100478","ENSG00000100478",429.065943927434,-0.00198413457158007,0.0225130937150571,0.122862183770574,0.999696895553961,"ENSG00000100478"
"ENSG00000100479","ENSG00000100479",417.225847700317,-0.00161050843125565,0.024005796040149,0.161982718036542,0.999696895553961,"ENSG00000100479"
"ENSG00000100483","ENSG00000100483",488.018313577873,-0.00120130681307407,0.0231014008378937,0.245218258329397,0.999696895553961,"ENSG00000100483"
"ENSG00000100485","ENSG00000100485",2815.00164677965,-0.00133370841832138,0.020532568838931,0.230830227373634,0.999696895553961,"ENSG00000100485"
"ENSG00000100490","ENSG00000100490",91.5146100796648,-0.00124483429207885,0.0215169805920863,0.241959484667501,0.999696895553961,"ENSG00000100490"
"ENSG00000100503","ENSG00000100503",6802.46034604979,-0.00169327621375696,0.0207271270110222,0.167848985790517,0.999696895553961,"ENSG00000100503"
"ENSG00000100504","ENSG00000100504",5406.63015168125,-0.000736267670064286,0.017208440208347,0.526426887890427,0.999696895553961,"ENSG00000100504"
"ENSG00000100505","ENSG00000100505",1244.18424346062,6.52904898696935e-06,0.01676310166488,0.995551719620614,0.999696895553961,"ENSG00000100505"
"ENSG00000100519","ENSG00000100519",3724.79765094462,-0.000803850443487211,0.0197949461191167,0.403843317286886,0.999696895553961,"ENSG00000100519"
"ENSG00000100522","ENSG00000100522",1375.51981406373,-0.00463893526501031,0.0452273318367092,0.0247230078168248,0.999696895553961,"ENSG00000100522"
"ENSG00000100523","ENSG00000100523",1001.79641132999,-0.00177064715240704,0.0281998213542237,0.137373178084779,0.999696895553961,"ENSG00000100523"
"ENSG00000100526","ENSG00000100526",928.65051360515,-0.00168665718581611,0.0266199775379262,0.148101672692918,0.999696895553961,"ENSG00000100526"
"ENSG00000100528","ENSG00000100528",7202.79590775234,-0.00103863349625711,0.0190216224968405,0.331374872856251,0.999696895553961,"ENSG00000100528"
"ENSG00000100532","ENSG00000100532",577.161941021073,-0.000482779683059307,0.0175905798250949,0.633135081801232,0.999696895553961,"ENSG00000100532"
"ENSG00000100554","ENSG00000100554",3999.76027511475,0.000114050439567119,0.0169900058068027,0.915471773737525,0.999696895553961,"ENSG00000100554"
"ENSG00000100558","ENSG00000100558",275.338947602264,-0.000234317805242234,0.0178315021097655,0.800035620943678,0.999696895553961,"ENSG00000100558"
"ENSG00000100564","ENSG00000100564",1086.61104876155,0.000270456741254397,0.016830003447479,0.815816504369048,0.999696895553961,"ENSG00000100564"
"ENSG00000100567","ENSG00000100567",4138.30281513488,-0.000220709829000907,0.0165579802424545,0.869230805599314,0.999696895553961,"ENSG00000100567"
"ENSG00000100568","ENSG00000100568",3010.6496986177,-0.000408177247064701,0.0166454276782665,0.753478039513567,0.999696895553961,"ENSG00000100568"
"ENSG00000100575","ENSG00000100575",1268.16774695335,-0.000778253824075456,0.0180369502537849,0.458761941660007,0.999696895553961,"ENSG00000100575"
"ENSG00000100577","ENSG00000100577",916.683605059859,-0.000148857360202833,0.0173550567649328,0.879575088163285,0.999696895553961,"ENSG00000100577"
"ENSG00000100578","ENSG00000100578",1471.60277161993,0.0003974006275859,0.0167694559188646,0.744316717760045,0.999696895553961,"ENSG00000100578"
"ENSG00000100580","ENSG00000100580",1623.24544335998,-0.00147404133655494,0.0186126101666771,0.236904056747978,0.999696895553961,"ENSG00000100580"
"ENSG00000100583","ENSG00000100583",86.0960462467624,-3.01410064005637e-05,0.0180557117216631,0.972830001437724,0.999696895553961,"ENSG00000100583"
"ENSG00000100591","ENSG00000100591",5203.83996960203,-0.000144474207881856,0.0174438717220144,0.881086185657458,0.999696895553961,"ENSG00000100591"
"ENSG00000100592","ENSG00000100592",2335.36396842814,-0.000591788138010103,0.0181870697131699,0.545005288220545,0.999696895553961,"ENSG00000100592"
"ENSG00000100596","ENSG00000100596",4041.85631199301,-0.000352661459919368,0.0167752399955233,0.769821596380904,0.999696895553961,"ENSG00000100596"
"ENSG00000100599","ENSG00000100599",2545.48604789549,0.000116819028574803,0.0195338494298858,0.887752527326153,0.999696895553961,"ENSG00000100599"
"ENSG00000100600","ENSG00000100600",19820.3228269564,0.000981379391310882,0.0182817811292904,0.371376348249521,0.999696895553961,"ENSG00000100600"
"ENSG00000100601","ENSG00000100601",604.184943808111,-0.000195959966779027,0.0172821767046784,0.845158539621282,0.999696895553961,"ENSG00000100601"
"ENSG00000100603","ENSG00000100603",4040.6445407913,-9.59447548679447e-05,0.0171111962298851,0.926136186886746,0.999696895553961,"ENSG00000100603"
"ENSG00000100604","ENSG00000100604",598.226899982942,-0.00630512288491147,0.0815299000042095,0.031077318473785,0.999696895553961,"ENSG00000100604"
"ENSG00000100605","ENSG00000100605",7266.05606070167,0.00235649078355062,0.0201553447214444,0.10851991266296,0.999696895553961,"ENSG00000100605"
"ENSG00000100612","ENSG00000100612",3097.95141379654,0.000921309614396923,0.0171021920307135,0.46254173871847,0.999696895553961,"ENSG00000100612"
